Wall time,Step,Value
1716030763.924648,772,0.11299999803304672
1716030767.1642828,775,0.0
1716030768.189877,776,0.06920000165700912
1716030769.923915,778,0.08299999684095383
1716030772.676387,780,0.3012000024318695
1716030774.6077409,782,0.1459999978542328
1716030780.6692102,788,0.1404000073671341
1716030800.524121,804,0.1111999973654747
1716030801.567583,805,0.07540000230073929
1716030803.454347,807,0.3386000096797943
1716030807.549806,810,0.20980000495910645
1716030817.166069,818,0.16380000114440918
1716030818.218352,819,0.147599995136261
1716030828.5147572,828,0.21480000019073486
1716030833.115365,832,0.1589999943971634
1716030834.299423,833,0.08560000360012054
1716030836.5597131,835,0.04960000142455101
1716030837.621654,836,0.3043999969959259
1716030841.512387,839,0.22779999673366547
1716030842.9139168,840,0.10520000010728836
1716030846.200572,843,0.0
1716030847.9237618,845,0.14399999380111694
1716030855.360375,851,0.09139999747276306
1716030862.167973,857,0.0
1716030865.679258,860,0.21220000088214874
1716030867.2472398,862,0.20880000293254852
1716030872.09844,866,0.041200000792741776
1716030877.430312,870,0.04360000044107437
1716030878.453612,871,0.2948000133037567
1716030893.240436,884,0.0812000036239624
1716030895.650849,886,0.23420000076293945
1716030903.7588649,892,0.337799996137619
1716030907.323313,895,0.020800000056624413
1716030909.895231,897,0.01119999960064888
1716030915.0615082,901,0.13920000195503235
1716030916.5016608,902,0.050200000405311584
1716030923.611231,908,0.09239999949932098
1716030925.974698,910,0.08980000019073486
1716030935.3652601,918,0.1436000019311905
1716030939.353751,921,0.2451999932527542
1716030946.770134,928,0.054999999701976776
1716030949.462759,930,0.06440000236034393
1716030950.650211,931,0.11479999870061874
1716030951.87306,932,0.14579999446868896
1716030963.484803,942,0.018400000408291817
1716030971.9065962,949,0.0
1716030975.296212,952,0.11180000007152557
1716030978.736743,955,0.05779999867081642
1716030988.007215,963,0.2433999925851822
1716031004.9131331,978,0.09740000218153
1716031005.993483,979,0.21879999339580536
1716031008.752831,982,0.12919999659061432
1716031012.874841,986,0.04179999977350235
1716031017.642967,990,0.2223999947309494
1716031019.6843278,992,0.13220000267028809
1716031021.596373,994,0.28060001134872437
1716031027.209795,999,0.1136000007390976
1716031030.8847911,1002,0.19099999964237213
1716031032.0974069,1003,0.08560000360012054
1716031033.1358879,1004,0.12780000269412994
1716031035.6754482,1006,0.0868000015616417
1716031044.168281,1013,0.0
1716031046.008529,1015,0.31279999017715454
1716031054.707895,1022,0.08320000022649765
1716031058.338176,1026,0.14300000667572021
1716031061.0589702,1028,0.07259999960660934
1716031069.197034,1035,0.033399999141693115
1716031070.42352,1036,0.06719999760389328
1716031071.752146,1037,0.18240000307559967
1716031078.042392,1043,0.16500000655651093
1716031081.260028,1046,0.225600004196167
1716031092.40348,1056,0.149399995803833
1716031096.8261352,1060,0.06400000303983688
1716031098.743807,1062,0.16439999639987946
1716031105.56771,1070,0.20679999887943268
1716031106.59085,1071,0.2630000114440918
1716031108.515211,1073,0.1469999998807907
1716031111.71259,1077,0.4050000011920929
1716031115.461994,1080,0.287200003862381
1716031121.332748,1086,0.08799999952316284
1716031122.360182,1087,0.10999999940395355
1716031136.0842218,1098,0.21359999477863312
1716031140.072875,1102,0.19140000641345978
1716031141.758603,1104,0.2362000048160553
1716031145.2585118,1107,0.22120000422000885
1716031147.678338,1109,0.06939999759197235
1716031150.385756,1111,0.09080000221729279
1716031153.664545,1114,0.10339999943971634
1716031160.932435,1121,0.09260000288486481
1716031162.1394718,1122,0.09019999951124191
1716031165.887768,1125,0.052000001072883606
1716031167.241434,1126,0.28279998898506165
1716031171.0328598,1129,0.1454000025987625
1716031174.09093,1132,0.15060000121593475
1716031176.6658628,1134,0.1746000051498413
1716031181.393013,1139,0.0
1716031189.985447,1146,0.2775999903678894
1716031195.499954,1151,0.15379999577999115
1716031196.697334,1152,0.08479999750852585
1716031207.896162,1162,0.30559998750686646
1716031210.268248,1164,0.014800000004470348
1716031221.34329,1174,0.16300000250339508
1716031223.5959911,1176,0.11420000344514847
1716031224.4738328,1177,0.2709999978542328
1716031230.620708,1182,0.07240000367164612
1716031233.0581682,1184,0.19140000641345978
1716031238.647604,1189,0.16359999775886536
1716031243.136491,1193,0.039400000125169754
1716031244.278271,1194,0.14239999651908875
1716031248.8863518,1197,0.04960000142455101
1716031259.577399,1206,0.14880000054836273
1716031267.961343,1214,0.13699999451637268
1716031272.0455942,1218,0.05559999868273735
1716031277.401292,1223,0.2709999978542328
1716031278.97876,1225,0.13760000467300415
1716031282.634006,1229,0.3158000111579895
1716031411.8447518,1244,0.1809999942779541
1716031413.6905909,1246,0.33739998936653137
1716031418.392883,1250,0.06620000302791595
1716031419.546401,1251,0.14659999310970306
1716031420.557605,1252,0.12380000203847885
1716031423.095517,1254,0.12359999865293503
1716031426.63991,1257,0.016599999740719795
1716031429.664024,1260,0.28119999170303345
1716031430.526129,1261,0.2696000039577484
1716031436.839133,1267,0.1088000014424324
1716031441.413585,1271,0.186599999666214
1716031447.7563121,1276,0.07819999754428864
1716031449.129963,1278,0.27219998836517334
1716031453.0096588,1282,0.0544000007212162
1716031456.142999,1285,0.05660000070929527
1716031461.6176,1290,0.1088000014424324
1716031465.1094642,1293,0.12020000070333481
1716031470.269683,1298,0.36980000138282776
1716031471.533708,1299,0.04600000008940697
1716031475.324594,1302,0.22220000624656677
1716031479.1460989,1306,0.0
1716031488.968997,1315,0.27559998631477356
1716031495.968797,1322,0.28700000047683716
1716031499.2919948,1325,0.09920000284910202
1716031500.298409,1326,0.15299999713897705
1716031509.8205812,1335,0.08020000159740448
1716031521.2852201,1345,0.36500000953674316
1716031524.685819,1348,0.2070000022649765
1716031532.5702431,1354,0.13760000467300415
1716031539.123233,1360,0.27559998631477356
1716031542.648531,1364,0.17319999635219574
1716031546.614625,1368,0.24539999663829803
1716031555.820369,1375,0.023600000888109207
1716031557.058918,1376,0.08900000154972076
1716031561.937506,1380,0.07540000230073929
1716031569.6681778,1386,0.35019999742507935
1716031575.072845,1390,0.11940000206232071
1716031578.234859,1393,0.22499999403953552
1716031582.547178,1397,0.04179999977350235
1716031603.872194,1417,0.2653999924659729
1716031608.292356,1421,0.210999995470047
1716031619.113108,1431,0.21940000355243683
1716031624.7194722,1436,0.11540000140666962
1716031626.586882,1438,0.2752000093460083
1716031627.618345,1439,0.11959999799728394
1716031628.7593448,1440,0.2800000011920929
1716031629.968788,1441,0.18019999563694
1716031637.565411,1449,0.1842000037431717
1716031646.109109,1457,0.2386000007390976
1716031647.114239,1458,0.07660000026226044
1716031649.009589,1460,0.11959999799728394
1716031650.209468,1461,0.29260000586509705
1716031661.642605,1473,0.16259999573230743
1716031662.506169,1474,0.4043999910354614
1716031664.3946571,1476,0.21639999747276306
1716031676.1180701,1487,0.1889999955892563
1716031679.112405,1490,0.24160000681877136
1716031683.3059,1494,0.19059999287128448
1716031687.3052642,1498,0.12600000202655792
1716031691.271274,1502,0.2386000007390976
1716031698.576183,1509,0.2362000048160553
1716031700.2818408,1510,0.23160000145435333
1716031701.4946601,1511,0.14820000529289246
1716031703.7108622,1513,0.053199999034404755
1716031706.1747499,1516,0.30219998955726624
1716031718.1480262,1528,0.16140000522136688
1716031724.6677608,1534,0.313400000333786
1716031727.960959,1537,0.13979999721050262
1716031728.820927,1538,0.038600001484155655
1716031739.710495,1548,0.06159999966621399
1716031742.8734589,1551,0.052000001072883606
1716031744.2169862,1552,0.2565999925136566
1716031753.9957278,1562,0.16500000655651093
1716031757.084748,1565,0.29580000042915344
1716031758.29058,1566,0.14579999446868896
1716031760.557444,1568,0.2596000134944916
1716031764.4472342,1572,0.29179999232292175
1716031765.330028,1573,0.12800000607967377
1716031768.260181,1576,0.2160000056028366
1716031773.578547,1580,0.18539999425411224
1716031777.901132,1585,0.21080000698566437
1716031789.9969962,1596,0.25940001010894775
1716031795.419371,1601,0.06520000100135803
1716031797.6351528,1603,0.16859999299049377
1716031805.878119,1611,0.36739999055862427
1716031822.988726,1627,0.2476000040769577
1716031830.7942011,1635,0.15440000593662262
1716031832.741293,1637,0.3720000088214874
1716031836.6550798,1640,0.12479999661445618
1716031843.5965078,1646,0.27320000529289246
1716031844.659256,1647,0.1501999944448471
1716031851.497546,1654,0.2757999897003174
1716031858.675214,1662,0.1679999977350235
1716031861.955688,1666,0.13920000195503235
1716031865.837141,1670,0.1932000070810318
1716031869.5030851,1674,0.24079999327659607
1716031872.306279,1677,0.16140000522136688
1716031874.0273159,1679,0.030400000512599945
1716031880.073486,1685,0.15240000188350677
1716031881.091438,1686,0.2632000148296356
1716031882.414403,1687,0.16259999573230743
1716031883.4432268,1688,0.26260000467300415
1716031889.858756,1694,0.24240000545978546
1716031891.079027,1695,0.26899999380111694
1716031898.4527428,1702,0.11180000007152557
1716031900.0178492,1704,0.2596000134944916
1716031903.117187,1707,0.19200000166893005
1716031905.0000691,1709,0.20340000092983246
1716031907.045734,1710,0.14740000665187836
1716031907.899036,1711,0.20160000026226044
1716031914.2074828,1718,0.2655999958515167
1716031918.952534,1722,0.09220000356435776
1716031919.833632,1723,0.04179999977350235
1716031921.906306,1725,0.3529999852180481
1716031927.280731,1730,0.1412000060081482
1716031936.100418,1738,0.09740000218153
1716031936.938944,1739,0.1550000011920929
1716031941.007842,1743,0.149399995803833
1716031943.5439239,1745,0.13339999318122864
1716031952.3921752,1753,0.10939999669790268
1716031953.281068,1754,0.28040000796318054
1716031966.1734111,1765,0.1979999989271164
1716031976.394943,1775,0.24220000207424164
1716031978.492733,1777,0.38100001215934753
1716031981.8483179,1780,0.25360000133514404
1716031985.28184,1784,0.133200004696846
1716031986.4738371,1785,0.33379998803138733
1716031987.356601,1786,0.23800000548362732
1716031990.713017,1789,0.2524000108242035
1716031993.859026,1792,0.13339999318122864
1716031998.4468071,1796,0.11240000277757645
1716032001.968159,1800,0.35760000348091125
1716032022.395139,1819,0.21040000021457672
1716032026.912108,1823,0.1088000014424324
1716032030.936793,1827,0.3643999993801117
1716032034.412629,1830,0.08900000154972076
1716032036.048575,1832,0.1687999963760376
1716032039.518226,1836,0.24279999732971191
1716032041.810751,1838,0.2766000032424927
1716032050.5615602,1847,0.34040001034736633
1716032056.365344,1851,0.08820000290870667
1716032065.4279501,1860,0.19779999554157257
1716032070.111721,1865,0.1589999943971634
1716032071.270748,1866,0.34779998660087585
1716032071.970098,1867,0.2070000022649765
1716032085.353259,1880,0.34299999475479126
1716032088.060927,1883,0.16220000386238098
1716032090.55563,1886,0.1746000051498413
1716032091.973747,1888,0.24740000069141388
1716032099.66992,1895,0.31859999895095825
1716032103.1056352,1899,0.010599999688565731
1716032106.1620312,1902,0.19679999351501465
1716032112.558042,1908,0.08839999884366989
1716032113.397124,1909,0.15320000052452087
1716032114.8372538,1910,0.0
1716032118.606326,1913,0.07540000230073929
1716032123.260701,1918,0.08179999887943268
1716032129.457932,1924,0.09740000218153
1716032130.677691,1925,0.13979999721050262
1716032139.1178749,1935,0.28459998965263367
1716032139.8542452,1936,0.21299999952316284
1716032143.413152,1940,0.43720000982284546
1716032144.441118,1941,0.0729999989271164
1716032148.0810409,1945,0.2207999974489212
1716032149.447246,1947,0.11659999936819077
1716032155.64919,1953,0.19979999959468842
1716032158.2893581,1956,0.21780000627040863
1716032161.921053,1960,0.3361999988555908
1716032162.790414,1961,0.1273999959230423
1716032164.317633,1963,0.2667999863624573
1716032165.32184,1964,0.31439998745918274
1716032167.068639,1966,0.16660000383853912
1716032177.332096,1977,0.3142000138759613
1716032178.727123,1979,0.22619999945163727
1716032187.135233,1987,0.2117999941110611
1716032187.8455832,1988,0.4607999920845032
1716032190.532692,1991,0.34380000829696655
1716032217.258742,2021,0.3529999852180481
1716032222.393622,2026,0.3188000023365021
1716032230.081959,2035,0.4787999987602234
1716032231.1379359,2036,0.0430000014603138
1716032236.758067,2043,0.3617999851703644
1716032240.425855,2047,0.1842000037431717
1716032246.10989,2054,0.3912000060081482
1716032246.952273,2055,0.13099999725818634
1716032257.508853,2067,0.289000004529953
1716032260.2208772,2070,0.38659998774528503
1716032267.013855,2079,0.38940000534057617
1716032273.500763,2087,0.23800000548362732
1716032274.894277,2089,0.412200003862381
1716032281.3204548,2097,0.03999999910593033
1716032282.08026,2098,0.42480000853538513
1716032283.772934,2100,0.21899999678134918
1716032285.8822742,2103,0.44519999623298645
1716032287.826741,2105,0.24459999799728394
1716032291.325923,2109,0.22020000219345093
1716032292.52947,2110,0.15760000050067902
1716032295.685101,2114,0.3499999940395355
1716032296.2129622,2115,0.08799999952316284
1716032299.6472561,2119,0.18240000307559967
1716032300.6661499,2120,0.2913999855518341
1716032302.571658,2123,0.21299999952316284
1716032303.4434078,2124,0.13040000200271606
1716032306.2612,2127,0.4828000068664551
1716032314.4168682,2136,0.11420000344514847
1716032316.863189,2139,0.3928000032901764
1716032325.905374,2149,0.18060000240802765
1716032335.238934,2159,0.16859999299049377
1716032337.2907782,2162,0.4350000023841858
1716032344.107736,2169,0.42660000920295715
1716032351.157633,2176,0.28439998626708984
1716032362.032863,2187,0.5055999755859375
1716032363.4072971,2189,0.4302000105381012
1716032367.7227032,2194,0.5379999876022339
1716032373.515599,2199,0.16859999299049377
1716032374.701579,2201,0.40220001339912415
1716032375.815199,2203,0.3046000003814697
1716032380.639096,2209,0.25679999589920044
1716032382.151501,2211,0.1316000074148178
1716032384.409677,2214,0.5626000165939331
1716032385.300656,2215,0.3984000086784363
1716032390.134478,2221,0.34040001034736633
1716032393.1298969,2225,0.33059999346733093
1716032403.898705,2236,0.023800000548362732
1716032407.030648,2239,0.25780001282691956
1716032412.2092109,2244,0.0681999996304512
1716032421.532705,2257,0.5907999873161316
1716032426.417352,2264,0.387800008058548
1716032428.713538,2267,0.6402000188827515
1716032440.915034,2281,0.3124000132083893
1716032453.076267,2292,0.16259999573230743
1716032460.5578072,2300,0.387800008058548
1716032464.907423,2305,0.4343999922275543
1716032465.5995562,2306,0.3386000096797943
1716032470.731034,2311,0.0729999989271164
1716032474.76686,2316,0.319599986076355
1716032477.5667999,2319,0.1501999944448471
1716032481.114435,2324,0.30160000920295715
1716032487.908384,2332,0.415800005197525
1716032490.049058,2335,0.3691999912261963
1716032497.514465,2342,0.2184000015258789
1716032498.2409642,2343,0.16979999840259552
1716032499.103242,2344,0.4115999937057495
1716032501.13645,2346,0.19140000641345978
1716032506.369369,2352,0.14180000126361847
1716032510.6794791,2357,0.30079999566078186
1716032512.590585,2359,0.20659999549388885
1716032527.137444,2373,0.3497999906539917
1716032536.98142,2384,0.32440000772476196
1716032541.064505,2389,0.28780001401901245
1716032542.464285,2391,0.3070000112056732
1716032543.87226,2393,0.3190000057220459
1716032544.927582,2394,0.30559998750686646
1716032547.198015,2397,0.376800000667572
1716032548.260017,2398,0.2313999980688095
1716032573.835544,2428,0.21040000021457672
1716032576.9472299,2431,0.3206000030040741
1716032580.673032,2435,0.4050000011920929
1716032581.575927,2436,0.32600000500679016
1716032586.594143,2441,0.38119998574256897
1716032587.1365051,2442,0.27880001068115234
1716032596.523333,2454,0.3625999987125397
1716032603.380043,2462,0.2685999870300293
1716032605.607693,2464,0.19859999418258667
1716032606.653033,2465,0.15299999713897705
1716032611.192283,2469,0.4408000111579895
1716032615.3844008,2473,0.4131999909877777
1716032618.778104,2477,0.4551999866962433
1716032626.426888,2485,0.15219999849796295
1716032630.22863,2489,0.4007999897003174
1716032633.504642,2493,0.2757999897003174
1716032637.220323,2498,0.227400004863739
1716032638.707891,2500,0.3662000000476837
1716032641.412142,2503,0.21819999814033508
1716032643.103677,2505,0.2824000120162964
1716032643.68084,2506,0.2337999939918518
1716032645.349487,2508,0.4413999915122986
1716032650.4686809,2513,0.1363999992609024
1716032654.08092,2517,0.6277999877929688
1716032655.0100238,2518,0.2847999930381775
1716032655.576195,2519,0.4259999990463257
1716032657.669406,2521,0.329800009727478
1716032659.487201,2523,0.10920000076293945
1716032663.816772,2528,0.290800005197525
1716032666.522044,2530,0.4431999921798706
1716032673.213883,2538,0.3294000029563904
1716032678.905532,2543,0.3452000021934509
1716032700.005654,2565,0.2782000005245209
1716032700.888248,2566,0.3776000142097473
1716032702.356008,2568,0.15600000321865082
1716032708.141406,2575,0.18880000710487366
1716032709.949424,2577,0.24220000207424164
1716032710.535949,2578,0.41519999504089355
1716032714.900907,2583,0.28999999165534973
1716032715.995457,2584,0.17479999363422394
1716032716.7551649,2585,0.5703999996185303
1716032718.608781,2588,0.4726000130176544
1716032719.3433468,2589,0.39719998836517334
1716032722.3053482,2592,0.34880000352859497
1716032727.9859068,2599,0.22439999878406525
1716032729.745368,2601,0.32120001316070557
1716032735.180065,2606,0.23819999396800995
1716032746.7328372,2617,0.25839999318122864
1716032747.948116,2618,0.24199999868869781
1716032748.691516,2619,0.27399998903274536
1716032756.8001971,2627,0.1793999969959259
1716032757.521914,2628,0.20160000026226044
1716032762.666632,2633,0.29499998688697815
1716032763.2038982,2634,0.30219998955726624
1716032764.1239831,2635,0.23980000615119934
1716032765.218466,2636,0.35199999809265137
1716032767.025405,2638,0.3587999939918518
1716032767.900908,2639,0.21480000019073486
1716032768.87394,2640,0.45419999957084656
1716032771.221152,2643,0.22380000352859497
1716032787.1553679,2660,0.36399999260902405
1716032788.958401,2662,0.41040000319480896
1716032795.642362,2670,0.27160000801086426
1716032796.780015,2671,0.45179998874664307
1716032797.677608,2672,0.21459999680519104
1716032799.508207,2674,0.25119999051094055
1716032805.964848,2681,0.5235999822616577
1716032808.203825,2684,0.5311999917030334
1716032810.0062459,2686,0.37940001487731934
1716032812.344237,2689,0.24279999732971191
1716032814.393234,2691,0.3499999940395355
1716032815.8440971,2693,0.4641999900341034
1716032823.510323,2702,0.3668000102043152
1716032829.2554471,2706,0.17180000245571136
1716032831.7871912,2708,0.287200003862381
1716032836.017066,2712,0.17219999432563782
1716032836.940628,2713,0.2818000018596649
1716032841.940202,2717,0.16859999299049377
1716032842.854971,2718,0.3659999966621399
1716032843.572623,2719,0.45239999890327454
1716032847.1609442,2724,0.37139999866485596
1716032851.061105,2729,0.2581999897956848
1716032851.887818,2730,0.448199987411499
1716032854.284279,2734,0.444599986076355
1716032858.4719229,2739,0.5720000267028809
1716032859.1998541,2740,0.42899999022483826
1716032860.2623842,2741,0.16500000655651093
1716032862.7275589,2744,0.3452000021934509
1716032863.297622,2745,0.578000009059906
1716032869.9651752,2753,0.43619999289512634
1716032870.8832839,2754,0.3497999906539917
1716032871.793476,2755,0.4002000093460083
1716032876.3897521,2760,0.44859999418258667
1716032877.629505,2761,0.35100001096725464
1716032881.206302,2765,0.44600000977516174
1716032884.924247,2768,0.48399999737739563
1716032887.4287848,2771,0.43479999899864197
1716032889.603722,2773,0.3068000078201294
1716032892.114274,2775,0.2460000067949295
1716032895.3915598,2778,0.36480000615119934
1716032896.495029,2779,0.20020000636577606
1716032903.727021,2785,0.1817999929189682
1716032915.478323,2797,0.26080000400543213
1716032917.280096,2799,0.27799999713897705
1716032929.987369,2812,0.37040001153945923
1716032930.387359,2813,0.5034000277519226
1716032940.21488,2824,0.39980000257492065
1716032940.608929,2825,0.6074000000953674
1716032950.508828,2834,0.0722000002861023
1716032952.300852,2836,0.19859999418258667
1716032954.215183,2838,0.16680000722408295
1716032957.975117,2841,0.2152000069618225
1716032961.124321,2844,0.14880000054836273
1716032964.1096761,2847,0.3917999863624573
1716032967.7493582,2851,0.337799996137619
1716032968.6419258,2852,0.350600004196167
1716032972.899345,2857,0.4966000020503998
1716032975.15476,2859,0.3637999892234802
1716033002.642074,2861,0.36800000071525574
1716033003.866524,2862,0.26260000467300415
1716033008.54555,2866,0.08139999955892563
1716033020.052406,2879,0.24163636565208435
1716033022.621293,2881,0.19979999959468842
1716033023.648341,2882,0.4106000065803528
1716033025.5670028,2884,0.06759999692440033
1716033030.6011178,2889,0.14480000734329224
1716033032.661073,2891,0.31940001249313354
1716033034.434936,2893,0.39959999918937683
1716033036.008936,2895,0.2863999903202057
1716033042.7531571,2903,0.3402000069618225
1716033468.139458,2911,0.3328000009059906
1716033470.595692,2914,0.48339998722076416
1716033471.627796,2915,0.32359999418258667
1716033474.3271701,2918,0.23100000619888306
1716033475.58982,2920,0.5130000114440918
1716033476.253325,2921,0.3124000132083893
1716033479.636309,2924,0.3343999981880188
1716033485.5937989,2930,0.4652000069618225
1716033489.840631,2934,0.13519999384880066
1716033490.390937,2935,0.2362000048160553
1716033505.355198,2949,0.20319999754428864
1716033508.301719,2952,0.30799999833106995
1716033510.7507682,2955,0.1597999930381775
1716033513.723443,2958,0.19419999420642853
1716033517.730102,2962,0.3176000118255615
1716033520.783703,2965,0.2425999939441681
1716033521.6530712,2966,0.4307999908924103
1716033522.6805062,2967,0.23479999601840973
1716033528.844985,2973,0.31700000166893005
1716033534.020473,2978,0.46720001101493835
1716033534.569988,2979,0.3440000116825104
1716033539.12693,2984,0.4392000138759613
1716033540.717537,2986,0.33320000767707825
1716033548.507164,2993,0.3887999951839447
1716033550.658043,2996,0.39259999990463257
1716033552.433671,2998,0.3240000009536743
1716033553.492908,2999,0.36480000615119934
