rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/explained_variance,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range
-24.347095489501953,178176,25.0,42,4167,29,-0.011538619225029833,0.008919538,0.09072265625,0.0003,0.6693806648254395,-0.014040276408195496,-1.2139220712085566,0.0036162647879488456,280,0.2
-24.851961135864258,184320,25.0,44,4166,30,-0.010523112212104025,0.0075097084,0.074072265625,0.0003,0.6844236850738525,-0.005875715520232916,-1.1963293569783369,0.004048685030890435,290,0.2
-27.308156967163086,190464,25.0,45,4166,31,-0.010165327005718911,0.0065837987,0.06466471354166667,0.0003,0.6369332373142242,-0.010386042296886444,-1.1899631741146246,0.0036581427415512736,300,0.2
-25.194896697998047,196608,25.0,47,4166,32,-0.01115720364881175,0.007774107,0.08050130208333334,0.0003,0.6932652592658997,-0.012848573736846447,-1.186357282847166,0.0041641125769577535,310,0.2
-23.33667755126953,202752,25.0,48,4167,33,-0.011679772544691028,0.008109596,0.080712890625,0.0003,0.6768321692943573,-0.01407935656607151,-1.1751150778184334,0.004017470841669517,320,0.2
-23.279296875,208896,25.0,50,4168,34,-0.012430234327621293,0.007731044,0.090966796875,0.0003,0.6832169890403748,-0.00033998681465163827,-1.1761598507563273,0.003430077905674504,330,0.2
-25.240100860595703,215040,25.0,51,4167,35,-0.01341034698416479,0.008641762,0.09830729166666667,0.0003,0.7014184594154358,-0.02253478392958641,-1.1579425202061733,0.0031976241220642502,340,0.2
-24.039348602294922,221184,25.0,53,4167,36,-0.011332728998968377,0.00836748,0.09715169270833333,0.0003,0.7603265345096588,0.004468994680792093,-1.147889540096124,0.0032454186880689424,350,0.2
-26.52104949951172,227328,25.0,54,4165,37,-0.00836062818755939,0.007430053,0.060791015625,0.0003,0.7453440129756927,-0.011865559034049511,-1.1548837453126908,0.0028097269234422127,360,0.2
-24.758682250976562,233472,25.0,56,4165,38,-0.012965125131449895,0.008128784,0.097021484375,0.0003,0.7212595641613007,-0.03323287516832352,-1.1397119944294294,0.00367616649515791,370,0.2
-23.523242950439453,239616,25.0,57,4164,39,-0.009964221523841844,0.007485528,0.07957356770833333,0.0003,0.788674607872963,-0.013354325667023659,-1.121718943119049,0.0024096035793869913,380,0.2
-24.5291748046875,245760,25.0,59,4157,40,-0.010077603729102217,0.0069615706,0.06544596354166667,0.0003,0.7498984932899475,-0.015284745953977108,-1.1178707044571639,0.002695515541684775,390,0.2
-21.886877059936523,251904,25.0,60,4156,41,-0.014180759968682347,0.009620816,0.09449869791666667,0.0003,0.7877089381217957,-0.02598254196345806,-1.1179130190983415,0.0028245666823446904,400,0.2
-24.59661293029785,258048,25.0,62,4144,42,-0.011829108664096566,0.008590166,0.10040690104166666,0.0003,0.774265319108963,0.00825682282447815,-1.1112707131231825,0.002682597001088046,410,0.2
-21.925275802612305,264192,25.0,63,4144,43,-0.010524110478096796,0.0075208284,0.08566080729166667,0.0003,0.792058527469635,-0.015341241843998432,-1.061249856526653,0.0022719957251562542,420,0.2
-23.285524368286133,270336,25.0,65,4145,44,-0.011353829950045717,0.0071882666,0.08292643229166667,0.0003,0.7794152945280075,-0.02152974344789982,-1.0886106910184026,0.002947701538384232,430,0.2
-24.18663787841797,276480,25.0,66,4144,45,-0.010722678156162147,0.008127976,0.08312174479166666,0.0003,0.8084579855203629,-0.016045458614826202,-1.0638217084109782,0.0019774953398761378,440,0.2
-24.686988830566406,282624,25.0,68,4145,46,-0.01228745071857702,0.008716572,0.10003255208333334,0.0003,0.7656643837690353,-0.03092833049595356,-1.1132831706355015,0.002274178351338681,450,0.2
-22.130260467529297,288768,25.0,69,4144,47,-0.009599261821616285,0.0076530743,0.07275390625,0.0003,0.8022729158401489,-0.024279914796352386,-1.062066177589198,0.0028044455279693163,460,0.2
-24.729595184326172,294912,25.0,71,4144,48,-0.011438551888568326,0.008633087,0.09495442708333333,0.0003,0.8164096176624298,-0.03967239707708359,-1.0515307777250806,0.002075221621938302,470,0.2
-23.61565589904785,301056,25.0,72,4144,49,-0.012133083129204655,0.008705248,0.09306640625,0.0003,0.8288286775350571,-0.01819468103349209,-1.022423967719078,0.002460904671897879,480,0.2
-23.596811294555664,307200,25.0,74,4142,50,-0.01128025700939664,0.007337753,0.08175455729166667,0.0003,0.8172736912965775,-0.029286840930581093,-1.0333880970875422,0.00195251195448994,490,0.2
-22.771286010742188,313344,25.0,75,4143,51,-0.009231664574811779,0.006613714,0.06995442708333334,0.0003,0.8244070708751678,-0.03482239320874214,-1.036431371420622,0.0019735535127741364,500,0.2
-25.70110321044922,319488,25.0,77,4143,52,-0.01147001977127123,0.007543905,0.09033203125,0.0003,0.7663193196058273,0.014407850801944733,-1.0328786070769032,0.0027773568615278538,510,0.2
-25.40240478515625,325632,25.0,78,4144,53,-0.010852038944722153,0.007505104,0.08260091145833333,0.0003,0.7744239568710327,-0.02778136171400547,-1.0388392750794688,0.0025108757655592246,520,0.2
-21.629562377929688,331776,25.0,80,4144,54,-0.010606995553462183,0.007475354,0.07815755208333333,0.0003,0.7464273571968079,-0.005420261062681675,-1.0231410646811128,0.0031153557129679635,530,0.2
-23.669179916381836,337920,25.0,81,4145,55,-0.011245584709346683,0.007430395,0.08929036458333334,0.0003,0.7908736169338226,-0.010519834235310555,-1.0244123235344886,0.0022132533205876824,540,0.2
-22.998384475708008,344064,25.0,82,4146,56,-0.011136508471099659,0.008395249,0.08567708333333333,0.0003,0.7838251143693924,-0.012315485626459122,-0.9624485003451506,0.0021857851576593625,550,0.2
-23.983713150024414,350208,25.0,84,4147,57,-0.011131371625378961,0.007952638,0.09091796875,0.0003,0.7547176778316498,-0.006847788579761982,-1.0070446430395046,0.002343324250371855,560,0.2
-23.121437072753906,356352,25.0,85,4147,58,-0.009992779324238654,0.00746025,0.077099609375,0.0003,0.8292130827903748,0.0013156195636838675,-0.9611234350750844,0.0019711591325782744,570,0.2
-23.764066696166992,362496,25.0,87,4148,59,-0.01231399313158666,0.0077828057,0.08206380208333333,0.0003,0.7897772639989853,-0.03524773195385933,-0.9782827299709121,0.002188586234478862,580,0.2
-23.810314178466797,368640,25.0,88,4149,60,-0.012425966442727561,0.008651863,0.09488932291666667,0.0003,0.8187386840581894,-0.02322009578347206,-0.9425243771945436,0.002019340719198226,590,0.2
-22.170076370239258,374784,25.0,90,4150,61,-0.01233257181981268,0.0079105785,0.08375651041666667,0.0003,0.7858706116676331,-0.06642050296068192,-0.9785884145026406,0.002180504021392456,600,0.2
-23.71686363220215,380928,25.0,91,4151,62,-0.012237454357818933,0.008923366,0.088232421875,0.0003,0.7912505865097046,-0.010763074271380901,-0.973544571051995,0.0017451815863144778,610,0.2
-23.841665267944336,387072,25.0,93,4149,63,-0.01231442179074899,0.007536916,0.09055989583333333,0.0003,0.7880338579416275,-0.0354187898337841,-0.944733431066076,0.0022512554956241122,620,0.2
