rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/explained_variance,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range
-21.41021728515625,393216,25.0,94,4147,64,-0.012417351358453742,0.007980466,0.09049479166666667,0.0003,0.7983371168375015,-0.013968642801046371,-0.9672712887326876,0.0020965939773911185,630,0.2
-20.737754821777344,399360,25.0,96,4146,65,-0.011875394613889511,0.0076997806,0.08377278645833333,0.0003,0.8073447495698929,-0.005910265725106001,-0.9148150432234009,0.0016355162979380111,640,0.2
-21.742658615112305,405504,25.0,97,4146,66,-0.011394066856397937,0.00822181,0.08391927083333334,0.0003,0.793464869260788,-0.007877965457737446,-0.9094216632346313,0.0017986473275110862,650,0.2
-22.767900466918945,411648,25.0,99,4145,67,-0.011476109100719138,0.007354146,0.07151692708333333,0.0003,0.823073223233223,-0.015577120706439018,-0.8837527489910523,0.0020410394998179983,660,0.2
-23.531404495239258,417792,25.0,100,4146,68,-0.011001438928845649,0.0069121583,0.07620442708333333,0.0003,0.8449857085943222,-0.018696486949920654,-0.9057782995204131,0.0017458571014988896,670,0.2
-23.50330352783203,423936,25.0,102,4147,69,-0.011174409881156559,0.008170548,0.08624674479166666,0.0003,0.806389719247818,-0.021235091611742973,-0.9049562575295568,0.0022933444371422713,680,0.2
-22.626422882080078,430080,25.0,103,4147,70,-0.010345377975318116,0.007899128,0.08330078125,0.0003,0.8067354559898376,-0.029536599293351173,-0.8999003938709697,0.002199938107150956,690,0.2
-22.3591251373291,436224,25.0,105,4148,71,-0.010686726074103111,0.00763163,0.08175455729166667,0.0003,0.8285475522279739,-0.01755208894610405,-0.9095125587036212,0.0016301365580147832,700,0.2
-21.112873077392578,442368,25.0,106,4148,72,-0.01047440387919778,0.008215937,0.077783203125,0.0003,0.8333749026060104,-0.008845027536153793,-0.9157888911664486,0.00178591375030616,710,0.2
-22.305126190185547,448512,25.0,108,4149,73,-0.012992902541494307,0.007977615,0.07888997395833333,0.0003,0.8414924889802933,-0.012356799095869064,-0.9079976702729861,0.001683742015484313,720,0.2
-22.230331420898438,454656,25.0,109,4149,74,-0.011714388012236062,0.0083784275,0.08240559895833334,0.0003,0.7948034405708313,-0.033927612006664276,-0.9065711808701357,0.0020435516805567505,730,0.2
-23.236413955688477,460800,25.0,111,4149,75,-0.012217066390924932,0.007934109,0.085205078125,0.0003,0.8171862810850143,-0.0021287468262016773,-0.9013199176639318,0.0016275476346587917,740,0.2
-22.249380111694336,466944,25.0,112,4147,76,-0.012142913940382034,0.007596551,0.08225911458333333,0.0003,0.8252251744270325,-0.02118811570107937,-0.887192435686787,0.0020691103491117246,750,0.2
-22.122209548950195,473088,25.0,114,4147,77,-0.010180239818873815,0.007544836,0.07750651041666666,0.0003,0.7906921803951263,-0.023737726733088493,-0.8972845409065485,0.001894742622122673,760,0.2
-23.833772659301758,479232,25.0,115,4144,78,-0.015494280264344221,0.0099816,0.11624348958333333,0.0003,0.8384360373020172,-0.00035543949343264103,-0.8975347714498639,0.0017825132536624247,770,0.2
-23.02202606201172,485376,25.0,117,4144,79,-0.011347365356292964,0.008109474,0.08712565104166667,0.0003,0.8561126589775085,-0.03146650269627571,-0.8894278854752581,0.0019141901695547859,780,0.2
-23.408863067626953,491520,25.0,118,4141,80,-0.012417453657447671,0.009901791,0.09265950520833334,0.0003,0.7721142172813416,-0.0298601221293211,-0.8720201980943482,0.0026070887128298637,790,0.2
-21.832521438598633,497664,25.0,120,4139,81,-0.01249231688780128,0.008462446,0.08308919270833333,0.0003,0.8194312751293182,-0.00675665820017457,-0.8902077300474047,0.0016138568057309992,800,0.2
-20.915159225463867,503808,25.0,121,4137,82,-0.01293749602821966,0.009144126,0.097509765625,0.0003,0.8663070946931839,-0.03302329033613205,-0.8799366870274147,0.0013515396283764857,810,0.2
-21.373167037963867,509952,25.0,123,4136,83,-0.012178611490041173,0.0081592165,0.08240559895833334,0.0003,0.8344510495662689,-0.016379933804273605,-0.8862536435946822,0.001840543317666743,820,0.2
-24.095434188842773,516096,25.0,124,4135,84,-0.010437996064623197,0.0072402507,0.07550455729166666,0.0003,0.8446855992078781,-0.011434056796133518,-0.8528273906558752,0.0016163843386796846,830,0.2
-22.38930892944336,522240,25.0,126,4135,85,-0.012667376955747992,0.00754671,0.083251953125,0.0003,0.8079736232757568,-0.014074967242777348,-0.8665187862391274,0.0019774793968584466,840,0.2
-21.303258895874023,528384,25.0,127,4136,86,-0.012905431815791719,0.008212053,0.08302408854166667,0.0003,0.8145075887441635,-0.012894893065094948,-0.8797838402291139,0.0019643767833864936,850,0.2
-21.876914978027344,534528,25.0,129,4135,87,-0.01570107265627788,0.009732378,0.10279947916666667,0.0003,0.818685382604599,-0.0068679614923894405,-0.8569215172280867,0.0018180407567342626,860,0.2
-21.83340835571289,540672,25.0,130,4134,88,-0.013390428314354115,0.00880731,0.089013671875,0.0003,0.8410983681678772,-0.02035936899483204,-0.8787936939547459,0.0017122790349579494,870,0.2
-22.464384078979492,546816,25.0,132,4132,89,-0.013219462812897594,0.008679881,0.100146484375,0.0003,0.8521475195884705,0.007371282204985619,-0.8504390925789873,0.0016096530582217384,880,0.2
-23.282115936279297,552960,25.0,133,4130,90,-0.012177053651491103,0.007818384,0.08645833333333333,0.0003,0.8368536829948425,-0.02198251709342003,-0.8825663768996795,0.002013787379109999,890,0.2
-22.48343276977539,559104,25.0,135,4130,91,-0.01544531007045104,0.009916159,0.10213216145833333,0.0003,0.8295547068119049,-0.014982806518673897,-0.8509149972970287,0.0019341134346177568,900,0.2
-23.92441177368164,565248,25.0,136,4131,92,-0.01344617983753172,0.008537173,0.09986979166666667,0.0003,0.8273560702800751,-0.02450075000524521,-0.8306523673857252,0.0019420969044707211,910,0.2
-22.316377639770508,571392,25.0,138,4131,93,-0.012033291824385136,0.007900644,0.08069661458333334,0.0003,0.7988051772117615,-0.002492002910003066,-0.8545355488856633,0.002454526416052734,920,0.2
-23.901865005493164,577536,25.0,139,4132,94,-0.010958789199260839,0.0077660945,0.07981770833333333,0.0003,0.8039473593235016,-0.0026332733687013388,-0.8268925929442048,0.002302526942185068,930,0.2
-22.68811798095703,583680,25.0,141,4132,95,-0.012546311668120324,0.007954876,0.08605143229166666,0.0003,0.8075344562530518,0.0017087454907596111,-0.8245386892308791,0.0020428482624386866,940,0.2
-23.28719711303711,589824,25.0,142,4133,96,-0.011931106812941532,0.0073338295,0.07980143229166667,0.0003,0.838893249630928,-0.03051789104938507,-0.818082230972747,0.001689869839962436,950,0.2
-22.143409729003906,595968,25.0,144,4133,97,-0.012885610500719243,0.00883188,0.10047200520833334,0.0003,0.8358061462640762,-0.03758370131254196,-0.8053015721340974,0.001931056195947652,960,0.2
-22.445964813232422,602112,25.0,145,4134,98,-0.013269295810702412,0.009730117,0.101708984375,0.0003,0.80257448554039,-0.03355930745601654,-0.8223489152267576,0.001574491034807579,970,0.2
-23.692340850830078,608256,25.0,147,4134,99,-0.012407567075327582,0.008035883,0.08582356770833334,0.0003,0.8188046663999557,-0.03376338630914688,-0.8452868576472005,0.0019404906481213402,980,0.2
-23.915300369262695,614400,25.0,148,4134,100,-0.013048169264705697,0.007831722,0.08684895833333334,0.0003,0.8533329516649246,-0.004365548957139254,-0.8291236216202378,0.0016605526325899215,990,0.2
-24.834739685058594,620544,25.0,150,4131,101,-0.011837171481117063,0.0074949623,0.07937825520833333,0.0003,0.8458093851804733,-0.02466379478573799,-0.8471649043262005,0.0016869638273419695,1000,0.2
-23.987571716308594,626688,25.0,151,4131,102,-0.01392678139770093,0.010020386,0.10537109375,0.0003,0.8153855949640274,-0.029985100030899048,-0.8356769558042287,0.002108551646536701,1010,0.2
-22.104421615600586,632832,25.0,153,4131,103,-0.012610056399716995,0.008740246,0.08841145833333333,0.0003,0.8052584677934647,-0.02492034249007702,-0.8424224816883604,0.001960792427720056,1020,0.2
-23.580463409423828,638976,25.0,154,4132,104,-0.014240208439878188,0.008521958,0.10216471354166666,0.0003,0.8736586272716522,-0.029967116191983223,-0.8334449805940191,0.0013678090548031225,1030,0.2
-22.875133514404297,645120,25.0,156,4132,105,-0.014965304762396651,0.009725356,0.10489908854166667,0.0003,0.8661632388830185,-0.025433553382754326,-0.8545324778805177,0.0013932541817363623,1040,0.2
-23.493667602539062,651264,25.0,157,4132,106,-0.013482729915752618,0.009374878,0.09337565104166666,0.0003,0.8578310757875443,-0.033604901283979416,-0.8180620106558005,0.0016253921521638404,1050,0.2
-22.3807373046875,657408,25.0,159,4133,107,-0.011705612292765484,0.007895925,0.07664388020833333,0.0003,0.8765764012932777,-0.016046373173594475,-0.8238079818586509,0.001324022164226335,1060,0.2
-22.696521759033203,663552,25.0,160,4134,108,-0.013422868888301309,0.008055198,0.08577473958333333,0.0003,0.866458535194397,-0.016720445826649666,-0.8169416854158044,0.001495781173980504,1070,0.2
-21.824596405029297,669696,25.0,161,4134,109,-0.012180515223250647,0.008395332,0.08365885416666667,0.0003,0.8620688170194626,-0.014243707992136478,-0.7834186509872476,0.0014721810873500848,1080,0.2
-22.570030212402344,675840,25.0,163,4134,110,-0.01368657222337788,0.009036257,0.0923828125,0.0003,0.8481094986200333,-0.03358529135584831,-0.8177253751084208,0.001488310462142787,1090,0.2
-22.446788787841797,681984,25.0,164,4135,111,-0.013613887763009794,0.009950261,0.09169921875,0.0003,0.8314902037382126,-0.02374652773141861,-0.7940470849474272,0.0020608520430566084,1100,0.2
-20.735544204711914,688128,25.0,166,4136,112,-0.012721176828927127,0.008560812,0.089990234375,0.0003,0.8195389062166214,-0.009748673066496849,-0.7858497537051637,0.0015950415775781341,1110,0.2
-21.546113967895508,694272,25.0,167,4136,113,-0.013463975836445267,0.008395464,0.097265625,0.0003,0.8591790944337845,0.009564278647303581,-0.8135814941177766,0.001511698539313026,1120,0.2
-22.6675968170166,700416,25.0,169,4136,114,-0.01325186114651539,0.00867362,0.09524739583333333,0.0003,0.8318268805742264,-0.0323592834174633,-0.7907664371033509,0.001628098535366007,1130,0.2
-23.97260093688965,706560,25.0,170,4137,115,-0.012268114426600125,0.007967138,0.08273111979166667,0.0003,0.8567367196083069,-0.037887413054704666,-0.798563254189988,0.0014810665394179522,1140,0.2
-23.489118576049805,712704,25.0,172,4137,116,-0.014020149727002718,0.009224543,0.086181640625,0.0003,0.8240655064582825,-0.042860087007284164,-0.829018744515876,0.0015557696977945548,1150,0.2
-23.045454025268555,718848,25.0,173,4137,117,-0.013393365920880267,0.007997889,0.09065755208333333,0.0003,0.8303737044334412,-0.0016471862327307463,-0.8540677931780617,0.002251252784481039,1160,0.2
-22.05618667602539,724992,25.0,175,4138,118,-0.013735916709993034,0.008713394,0.091162109375,0.0003,0.8655889630317688,-0.014189312234520912,-0.7928148039306203,0.001477009601209526,1170,0.2
-22.403240203857422,731136,25.0,176,4136,119,-0.015016321539587808,0.009162451,0.09964192708333333,0.0003,0.8339889198541641,-0.02191445790231228,-0.8139709167803327,0.001958462554284779,1180,0.2
-22.591489791870117,737280,25.0,178,4137,120,-0.012558546976894529,0.008898075,0.08307291666666666,0.0003,0.8582679033279419,-0.03851168975234032,-0.8355920611570279,0.001430838188813747,1190,0.2
-22.209348678588867,743424,25.0,179,4137,121,-0.013315483798699764,0.008858337,0.09588216145833334,0.0003,0.8491036295890808,-0.03826313838362694,-0.8364707024767994,0.001754809240992472,1200,0.2
-21.867578506469727,749568,25.0,181,4137,122,-0.012072098756713482,0.008673522,0.08292643229166667,0.0003,0.8618835210800171,-0.019912967458367348,-0.8362064360951383,0.0015331063246776465,1210,0.2
-22.316255569458008,755712,25.0,182,4138,123,-0.016256022269953974,0.009849486,0.10035807291666667,0.0003,0.8687737137079239,-0.03312133252620697,-0.8240069637075067,0.0014769152422256107,1220,0.2
-23.707368850708008,761856,25.0,184,4138,124,-0.013712136881561794,0.008378823,0.09554036458333333,0.0003,0.8510799407958984,-0.0327458381652832,-0.8155962804953257,0.0015058240610718106,1230,0.2
-21.24310874938965,768000,25.0,185,4139,125,-0.013245446357662635,0.008763324,0.08907877604166667,0.0003,0.8548064827919006,-0.02920597605407238,-0.7960687321921189,0.0015856314332268085,1240,0.2
-22.888368606567383,774144,25.0,187,4139,126,-0.012945851113424093,0.008210297,0.0953125,0.0003,0.8756221160292625,-0.02385075017809868,-0.7925215482711792,0.0012637597766115504,1250,0.2
-22.061279296875,780288,25.0,188,4140,127,-0.014932017380973168,0.008816258,0.09021809895833334,0.0003,0.8774903193116188,-0.024913473054766655,-0.8211455004289746,0.0013002250027057017,1260,0.2
-21.605363845825195,786432,25.0,189,4140,128,-0.013850347120023799,0.008781489,0.09527994791666666,0.0003,0.8618304282426834,-0.0261093657463789,-0.7677971500903368,0.0015220880961048049,1270,0.2
-21.46843910217285,792576,25.0,191,4140,129,-0.014248921482067089,0.010855849,0.09630533854166666,0.0003,0.8346180766820908,-0.011769408360123634,-0.8116098461672664,0.0014827780577737334,1280,0.2
-23.188304901123047,798720,25.0,192,4141,130,-0.014820339826595348,0.008849985,0.09537760416666667,0.0003,0.8973122388124466,-0.023412233218550682,-0.7621317933623989,0.0011781991313000618,1290,0.2
-22.06633949279785,804864,25.0,194,4141,131,-0.015388351259510576,0.009953183,0.098046875,0.0003,0.8414808958768845,-0.014210944063961506,-0.7969428295269608,0.0014270331457737484,1300,0.2
-21.678674697875977,811008,25.0,195,4142,132,-0.01488995357406869,0.0101204,0.1033203125,0.0003,0.8453311920166016,-0.02597549557685852,-0.8097897991538048,0.0013814272524541593,1310,0.2
-20.883203506469727,817152,25.0,197,4142,133,-0.01402784667297965,0.0096872635,0.105859375,0.0003,0.8504427969455719,-0.0117798475548625,-0.8079311871901155,0.0015970497481854788,1320,0.2
-20.61833953857422,823296,25.0,198,4142,134,-0.013217469541996252,0.00811427,0.085693359375,0.0003,0.8521506935358047,-0.02326660230755806,-0.7987823609262705,0.0014575366371597435,1330,0.2
-21.74310302734375,829440,25.0,200,4142,135,-0.012194182611468325,0.008250924,0.085595703125,0.0003,0.8647241741418839,-0.005188422743231058,-0.7823615975057086,0.0011981731986755524,1340,0.2
-22.989255905151367,835584,25.0,201,4143,136,-0.013463050408608979,0.007894763,0.090380859375,0.0003,0.8706405013799667,-0.019107230007648468,-0.8047545526176691,0.001515251742118077,1350,0.2
-22.183916091918945,841728,25.0,203,4143,137,-0.013388508486726399,0.008038125,0.08240559895833334,0.0003,0.8750478401780128,0.0030627669766545296,-0.7877987243855993,0.0014016507930136868,1360,0.2
-22.258207321166992,847872,25.0,204,4144,138,-0.015216371871065348,0.009001942,0.0935546875,0.0003,0.8781423941254616,-0.0343344584107399,-0.8015200513104598,0.0013564827545754572,1370,0.2
-21.370065689086914,854016,25.0,206,4144,139,-0.015006605277206594,0.009835947,0.10966796875,0.0003,0.8584340512752533,-0.04171666502952576,-0.8172768429542582,0.0015189670755110759,1380,0.2
-22.48607635498047,860160,25.0,207,4144,140,-0.014418469658024454,0.009374398,0.09601236979166666,0.0003,0.8500066846609116,-0.04283981770277023,-0.8574590634554624,0.0014846063951154064,1390,0.2
-20.798206329345703,866304,25.0,209,4144,141,-0.013277026829503788,0.00915674,0.08961588541666667,0.0003,0.8542742878198624,-0.009586812928318977,-0.814796038903296,0.0017374751614018654,1400,0.2
-21.014028549194336,872448,25.0,210,4145,142,-0.014453517808093844,0.009203314,0.094482421875,0.0003,0.8530090004205704,0.007698285859078169,-0.8388770998145143,0.0013734320595782871,1410,0.2
-21.78106689453125,878592,25.0,211,4146,143,-0.014200926218472886,0.009090439,0.09807942708333334,0.0003,0.8730221092700958,-0.015502279624342918,-0.8236618597681323,0.0014690259960237503,1420,0.2
-23.024484634399414,884736,25.0,213,4146,144,-0.01853042689569217,0.010103148,0.10431315104166666,0.0003,0.8317706286907196,-0.029684117063879967,-0.8273142283782363,0.0016836180101260348,1430,0.2
-23.94347381591797,890880,25.0,214,4146,145,-0.015468845123541542,0.010309731,0.10501302083333333,0.0003,0.8404678702354431,-0.018033389002084732,-0.8145894735430678,0.001606482778697682,1440,0.2
-21.297521591186523,897024,25.0,216,4147,146,-0.015102574293268844,0.009523327,0.100048828125,0.0003,0.8908225819468498,-0.03627556562423706,-0.8400935752317309,0.0015214949341498141,1450,0.2
-20.91827392578125,903168,25.0,217,4147,147,-0.013969839891069568,0.00927287,0.092578125,0.0003,0.8744645863771439,0.013002305291593075,-0.8306082097813487,0.0016053806875182394,1460,0.2
-23.106395721435547,909312,25.0,219,4148,148,-0.015261069105084365,0.009076037,0.09484049479166666,0.0003,0.8791716769337654,0.002849586308002472,-0.8188297394042213,0.0011359970973292852,1470,0.2
-21.803199768066406,915456,25.0,220,4148,149,-0.014291398519223246,0.008983252,0.09768880208333333,0.0003,0.867668017745018,-0.016464700922369957,-0.820966591189305,0.0013578877591195729,1480,0.2
-22.354555130004883,921600,25.0,222,4148,150,-0.014050202579771092,0.009319448,0.088623046875,0.0003,0.8638352304697037,-0.007088027894496918,-0.7836399029319485,0.0012627278749278048,1490,0.2
-21.507246017456055,927744,25.0,223,4148,151,-0.014572842311220786,0.009411862,0.09265950520833334,0.0003,0.8570560961961746,-0.021936053410172462,-0.7622067536537845,0.0013908437299808914,1500,0.2
-22.400131225585938,933888,25.0,225,4146,152,-0.012453802007318398,0.0076732226,0.07687174479166667,0.0003,0.8481850624084473,-0.015190687030553818,-0.7832544454062979,0.0014435706161748385,1510,0.2
-20.17347526550293,940032,25.0,226,4146,153,-0.013702540360100102,0.007126134,0.07521158854166667,0.0003,0.8575860857963562,-0.021847372874617577,-0.7561467746893565,0.0011771186326768658,1520,0.2
-20.334238052368164,946176,25.0,228,4147,154,-0.017561267675773706,0.010276883,0.10418294270833334,0.0003,0.8855819925665855,-0.047069698572158813,-0.7545878779763977,0.0012633783905281841,1530,0.2
-22.998620986938477,952320,25.0,229,4148,155,-0.014708483626842886,0.00882557,0.084619140625,0.0003,0.8521174192428589,-0.021008269861340523,-0.7557304808249076,0.0016194722822547192,1540,0.2
-22.878320693969727,958464,25.0,231,4148,156,-0.013953161471242008,0.007816819,0.084423828125,0.0003,0.7941776216030121,-0.01803036965429783,-0.7463767517978946,0.0020170523991813144,1550,0.2
-21.034326553344727,964608,25.0,232,4148,157,-0.014108653952280292,0.0082569895,0.090771484375,0.0003,0.818712905049324,-0.01799900084733963,-0.7531930742164453,0.0018803525724554978,1560,0.2
-21.551321029663086,970752,25.0,233,4149,158,-0.01490587439960412,0.009120035,0.0982421875,0.0003,0.8532025367021561,-0.03331322968006134,-0.7487326233958205,0.0013818073221955273,1570,0.2
-24.322032928466797,976896,25.0,235,4148,159,-0.016928546397442307,0.009849432,0.10813802083333333,0.0003,0.8460645079612732,-0.026077747344970703,-0.7481908443073432,0.0015676189554748514,1580,0.2
